surveyid;qidx;question;finished;audio-counter;audio-file;reliable;kompetent;credible;sympatic;dialect;pleasant;natural;liked;aigen;easyunterrstand;uncomplicated;informed;attention;reliable-counter;kompetent-counter;credible-counter;sympatic-counter;dialect-counter;pleasant-counter;natural-counter;liked-counter;aigen-counter;easyunterrstand-counter;uncomplicated-counter;informed-counter;attention-counter;surveyid;created;questions;complete;age;dv;dr;email;Male;Female;Vorarlberg;Swiss;StandardGerman;age_r;participant_region;participant_country;speaker_region;reliable_n;kompetent_N;credible_n;sympatic_n;dialect_n;pleasant_n;natural_n;liked_n;aigen_n;easyunterrstand_n;uncomplicated_n;informed_n;attention_n
H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;3;Q01;2025-11-28 20:50:28;1;q01_sttall_f.mp3;reliable-2;kompetent-3;credible-3;sympatic-5;dialect-2;pleasant-5;natural-2;liked-3;aigen-7;easyunterrstand-3;uncomplicated-5;informed-3;attention-3;2;1;1;1;1;1;1;1;1;1;1;1;2;H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;2025-11-28 20:46:37;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;li;;;1;;1;;41 - 60;Liechtenstein;LI;Schweiz;1;2;2;4;1;4;1;2;6;2;4;2;2
HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;1;N01;2026-02-21 00:00:45;2;n01_kartoffel_f.mp3;reliable-4;kompetent-3;credible-3;sympatic-3;dialect-1;pleasant-2;natural-1;liked-1;aigen-7;easyunterrstand-3;uncomplicated-4;informed-4;attention-3;0;1;1;1;1;1;1;1;2;2;0;0;1;HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;2026-02-20 23:58:28;"[""N01"",""N04"",""Q01""]";1;age-3;dv-5;cho;;;1;;;1;41 - 60;Ostschweiz;CH;Hochdeutsch;3;2;2;2;0;1;0;0;6;2;3;3;2
HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;2;N04;2026-02-21 00:02:27;1;n04_sttall_m_v2.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-7;pleasant-5;natural-7;liked-5;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;2026-02-20 23:58:28;"[""N01"",""N04"",""Q01""]";1;age-3;dv-5;cho;;1;;;1;;41 - 60;Ostschweiz;CH;Schweiz;5;5;5;5;6;4;6;4;0;6;6;6;6
HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;3;Q01;2026-02-21 00:03:49;1;q01_vorarlbb_f_v2.mp3;reliable-4;kompetent-3;credible-3;sympatic-3;dialect-3;pleasant-3;natural-3;liked-3;aigen-4;easyunterrstand-3;uncomplicated-3;informed-3;attention-5;0;1;1;1;1;1;1;1;0;1;1;1;1;HkmLTvv64vw1p2QVUANOLKuGM6aglnNgNOLN2ZRQ;2026-02-20 23:58:28;"[""N01"",""N04"",""Q01""]";1;age-3;dv-5;cho;;;1;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;3;2;2;2;2;2;2;2;3;2;2;2;4
HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;1;N01;2026-02-21 11:18:48;1;n01_sttall_m.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;0;1;1;1;1;HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;2026-02-21 11:17:20;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;6;6;6;6;6;6;6;6;3;6;6;6;6
HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;2;Q01;2026-02-21 11:19:47;1;q01_kartoffel_m.mp3;reliable-2;kompetent-1;credible-2;sympatic-1;dialect-1;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;2026-02-21 11:17:20;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;1;;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;1;0;1;0;0;0;0;0;6;6;6;6;6
HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;3;N04;2026-02-21 11:20:36;1;n04_kartoffel_m.mp3;reliable-1;kompetent-1;credible-3;sympatic-1;dialect-1;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;HtlSPpPrfIPo4_vOKcJ8PFgR0wfAnubOMgIBDuG-;2026-02-21 11:17:20;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;1;;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;0;0;2;0;0;0;0;0;6;6;6;6;6
hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;1;N04;2025-12-12 21:33:53;2;n04_sttall_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-1;pleasant-1;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-2;0;0;0;0;1;2;0;0;0;0;0;0;1;hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;2025-12-12 21:31:29;"[""N04"",""N01"",""Q01""]";1;age-3;dv-4;null;;1;;;1;;41 - 60;Ich m�chte nicht antworten.;null;Schweiz;3;3;3;3;0;0;3;3;3;3;3;3;1
hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;2;N01;2025-12-12 21:34:48;1;n01_sttall_m.mp3;reliable-4;kompetent-2;credible-4;sympatic-4;dialect-4;pleasant-2;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-1;0;1;0;0;0;1;0;0;0;0;0;0;1;hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;2025-12-12 21:31:29;"[""N04"",""N01"",""Q01""]";1;age-3;dv-4;null;;1;;;1;;41 - 60;Ich m�chte nicht antworten.;null;Schweiz;3;1;3;3;3;1;3;3;3;3;3;3;0
hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;3;Q01;2025-12-12 21:35:38;1;q01_vorarlbb_f_v2.mp3;reliable-4;kompetent-4;credible-3;sympatic-4;dialect-4;pleasant-1;natural-4;liked-4;aigen-4;easyunterrstand-1;uncomplicated-4;informed-4;attention-4;0;0;1;0;0;1;0;0;0;1;0;0;0;hXQwiO1RAdcYQ3I2xCvbz1E2m3jhnVS7lwPIk7VC;2025-12-12 21:31:29;"[""N04"",""N01"",""Q01""]";1;age-3;dv-4;null;;;1;1;;;41 - 60;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;2;3;3;0;3;3;3;0;3;3;3
h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;1;N04;2025-11-28 19:17:50;0;n04_vorarlbb_m_v2.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-5;pleasant-6;natural-6;liked-6;aigen-6;easyunterrstand-6;uncomplicated-6;informed-6;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;2025-11-28 19:16:19;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;chrt;;1;;1;;;41 - 60;Schweizer Rheintal;CH;Vorarlberg;5;5;5;5;4;5;5;5;5;5;5;5;6
h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;2;N01;2025-11-28 19:17:56;0;n01_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-4;natural-4;liked-4;aigen-4;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;0;0;0;0;0;0;0;0;0;0;0;h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;2025-11-28 19:16:19;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;chrt;;1;;1;;;41 - 60;Schweizer Rheintal;CH;Vorarlberg;3;3;3;3;3;3;3;3;3;3;3;3;3
h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;3;Q01;2025-11-28 19:18:51;1;q01_vorarlbb_f_v3.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-7;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;h_Qc6LOxxqPHbAmzXAUmL98gI7mr7t8kI6UWPUJ7;2025-11-28 19:16:19;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;chrt;;1;;1;;;41 - 60;Schweizer Rheintal;CH;Vorarlberg;6;6;6;6;6;6;6;6;6;6;6;6;6
IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;1;N04;2026-02-17 15:52:11;1;n04_vorarlbb_m_v2.mp3;reliable-1;kompetent-2;credible-4;sympatic-3;dialect-3;pleasant-1;natural-1;liked-4;aigen-7;easyunterrstand-2;uncomplicated-2;informed-2;attention-1;1;2;0;1;1;1;1;0;1;1;1;2;1;IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;2026-02-17 15:50:40;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;cho;;1;;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;0;1;3;2;2;0;0;3;6;1;1;1;0
IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;2;Q01;2026-02-17 15:53:09;1;q01_vorarlbb_f_v3.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-4;pleasant-3;natural-4;liked-4;aigen-5;easyunterrstand-3;uncomplicated-4;informed-3;attention-2;1;1;1;1;4;1;0;0;1;1;2;1;1;IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;2026-02-17 15:50:40;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;cho;;1;;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;1;1;1;1;3;2;3;3;4;2;3;2;1
IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;3;N01;2026-02-17 15:53:30;1;n01_sttall_m.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-4;pleasant-2;natural-2;liked-2;aigen-2;easyunterrstand-2;uncomplicated-2;informed-2;attention-2;1;1;1;1;0;1;1;1;1;1;1;1;2;IUIHUyWG4UUJVpSsLXZxhsbA73tWsEECWMWbn1OA;2026-02-17 15:50:40;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;cho;;1;;;1;;21 - 40;Ostschweiz;CH;Schweiz;1;1;1;1;3;1;1;1;1;1;1;1;1
IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;1;N01;2026-02-21 23:11:48;1;n01_vorarlbb_f_v2.mp3;reliable-5;kompetent-6;credible-5;sympatic-6;dialect-5;pleasant-4;natural-5;liked-5;aigen-3;easyunterrstand-7;uncomplicated-2;informed-6;attention-5;1;1;1;1;1;0;1;1;1;1;1;1;1;IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;2026-02-21 23:10:19;"[""N01"",""Q01"",""N04""]";1;age-3;dv-6;bw;;;1;1;;;41 - 60;Baden-W�rttemberg;DE;Vorarlberg;4;5;4;5;4;3;4;4;2;6;1;5;4
IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;2;Q01;2026-02-21 23:12:53;1;q01_sttall_f.mp3;reliable-5;kompetent-5;credible-6;sympatic-5;dialect-2;pleasant-3;natural-5;liked-2;aigen-2;easyunterrstand-7;uncomplicated-7;informed-5;attention-5;1;1;1;1;1;1;1;2;1;1;1;1;1;IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;2026-02-21 23:10:19;"[""N01"",""Q01"",""N04""]";1;age-3;dv-6;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;4;4;5;4;1;2;4;1;1;6;6;4;4
IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;3;N04;2026-02-21 23:13:48;1;n04_kartoffel_f.mp3;reliable-6;kompetent-6;credible-6;sympatic-3;dialect-2;pleasant-5;natural-5;liked-5;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-6;1;1;1;1;1;1;1;1;1;1;1;1;1;IuIYB-dnihKt12Fx4hFunq7AFC-3JMYa359JCVwX;2026-02-21 23:10:19;"[""N01"",""Q01"",""N04""]";1;age-3;dv-6;bw;;;1;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;5;5;5;2;1;4;4;4;0;6;6;6;5
jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;1;N01;2025-12-12 21:15:22;2;n01_kartoffel_f.mp3;reliable-3;kompetent-3;credible-3;sympatic-2;dialect-2;pleasant-3;natural-2;liked-2;aigen-5;easyunterrstand-4;uncomplicated-4;informed-5;attention-3;1;1;1;1;1;1;1;1;1;0;0;1;1;jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;2025-12-12 21:13:55;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;vbg;;;1;;;1;21 - 40;Vorarlberg;AT;Hochdeutsch;2;2;2;1;1;2;1;1;4;3;3;4;2
jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;2;N04;2025-12-12 21:15:57;1;n04_kartoffel_f.mp3;reliable-3;kompetent-2;credible-4;sympatic-3;dialect-1;pleasant-2;natural-1;liked-2;aigen-6;easyunterrstand-4;uncomplicated-4;informed-5;attention-4;1;1;0;1;1;1;1;1;1;0;0;1;0;jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;2025-12-12 21:13:55;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;vbg;;;1;;;1;21 - 40;Vorarlberg;AT;Hochdeutsch;2;1;3;2;0;1;0;1;5;3;3;4;3
jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;3;Q01;2025-12-12 21:16:43;1;q01_vorarlbb_f_v3.mp3;reliable-6;kompetent-5;credible-5;sympatic-4;dialect-5;pleasant-5;natural-5;liked-6;aigen-2;easyunterrstand-6;uncomplicated-6;informed-7;attention-6;2;1;1;0;3;1;1;1;1;1;1;2;1;jdfl3Qq59Fn9uHWxbznFQzm9nEge5ZDC6GwrLra8;2025-12-12 21:13:55;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;vbg;;1;;1;;;21 - 40;Vorarlberg;AT;Vorarlberg;5;4;4;3;4;4;4;5;1;5;5;6;5
jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;1;N04;2025-11-28 21:44:03;2;n04_sttall_f_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-5;dialect-1;pleasant-5;natural-4;liked-5;aigen-4;easyunterrstand-3;uncomplicated-3;informed-3;attention-4;0;0;0;1;1;1;0;1;0;1;1;1;2;jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;2025-11-28 21:41:04;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;li;;;1;;1;;21 - 40;Liechtenstein;LI;Schweiz;3;3;3;4;0;4;3;4;3;2;2;2;3
jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;2;Q01;2025-11-28 21:45:08;1;q01_sttall_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-5;dialect-1;pleasant-5;natural-4;liked-4;aigen-4;easyunterrstand-3;uncomplicated-3;informed-1;attention-3;0;0;0;1;1;1;0;0;0;1;1;1;1;jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;2025-11-28 21:41:04;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;li;;;1;;1;;21 - 40;Liechtenstein;LI;Schweiz;3;3;3;4;0;4;3;3;3;2;2;0;2
jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;3;N01;2025-11-28 21:46:03;1;n01_vorarlbb_f_v2.mp3;reliable-5;kompetent-5;credible-4;sympatic-5;dialect-1;pleasant-5;natural-4;liked-4;aigen-4;easyunterrstand-5;uncomplicated-5;informed-5;attention-4;1;1;2;1;1;1;0;0;0;1;1;1;0;jV7c4ra4WkYoJ5LtOIk-ZEyRb9ThzIJyQVwPUgBb;2025-11-28 21:41:04;"[""N04"",""Q01"",""N01""]";1;age-2;dv-7;li;;;1;1;;;21 - 40;Liechtenstein;LI;Vorarlberg;4;4;3;4;0;4;3;3;3;4;4;4;3
K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;1;Q01;2026-02-21 09:03:39;1;q01_sttall_f.mp3;reliable-3;kompetent-3;credible-3;sympatic-2;dialect-2;pleasant-3;natural-2;liked-2;aigen-7;easyunterrstand-5;uncomplicated-5;informed-5;attention-5;1;1;1;1;1;1;2;1;1;2;2;1;1;K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;2026-02-21 09:01:49;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;cho;;;1;;1;;41 - 60;Ostschweiz;CH;Schweiz;2;2;2;1;1;2;1;1;6;4;4;4;4
K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;2;N01;2026-02-21 09:04:38;1;n01_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-5;sympatic-5;dialect-5;pleasant-5;natural-5;liked-5;aigen-4;easyunterrstand-3;uncomplicated-5;informed-5;attention-5;0;0;1;1;1;1;1;1;0;1;2;1;1;K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;2026-02-21 09:01:49;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;cho;;1;;1;;;41 - 60;Ostschweiz;CH;Vorarlberg;3;3;4;4;4;4;4;4;3;2;4;4;4
K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;3;N04;2026-02-21 09:05:29;1;n04_sttall_m_v2.mp3;reliable-5;kompetent-5;credible-5;sympatic-6;dialect-3;pleasant-6;natural-5;liked-5;aigen-5;easyunterrstand-3;uncomplicated-5;informed-5;attention-5;1;1;1;2;1;1;1;1;1;1;1;1;1;K1n5B73D_cIAZL8zHN_ofgU0TDE_qSg5OQ9Fo8Wa;2026-02-21 09:01:49;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;cho;;1;;;1;;41 - 60;Ostschweiz;CH;Schweiz;4;4;4;5;2;5;4;4;4;2;4;4;4
KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;1;Q01;2025-12-12 21:46:37;2;q01_vorarlbb_f_v3.mp3;reliable-5;kompetent-5;credible-5;sympatic-6;dialect-6;pleasant-6;natural-6;liked-5;aigen-3;easyunterrstand-6;uncomplicated-6;informed-5;attention-6;1;1;1;1;1;1;1;1;1;1;1;1;1;KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;2025-12-12 21:43:57;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;li;;1;;1;;;41 - 60;Liechtenstein;LI;Vorarlberg;4;4;4;5;5;5;5;4;2;5;5;4;5
KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;2;N04;2025-12-12 21:47:51;1;n04_kartoffel_f.mp3;reliable-7;kompetent-7;credible-7;sympatic-6;dialect-3;pleasant-7;natural-5;liked-5;aigen-5;easyunterrstand-7;uncomplicated-7;informed-7;attention-4;1;1;1;1;1;1;3;1;1;1;1;1;0;KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;2025-12-12 21:43:57;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;li;;;1;;;1;41 - 60;Liechtenstein;LI;Hochdeutsch;6;6;6;5;2;6;4;4;4;6;6;6;3
KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;3;N01;2025-12-12 21:49:06;1;n01_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-5;dialect-6;pleasant-5;natural-6;liked-6;aigen-4;easyunterrstand-6;uncomplicated-5;informed-4;attention-4;1;1;1;1;1;1;1;1;1;1;1;1;1;KBkutDFynHhhNX6vr5aJRC3_eQVJdeI_7VnEyFwj;2025-12-12 21:43:57;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;li;;1;;1;;;41 - 60;Liechtenstein;LI;Vorarlberg;3;3;3;4;5;4;5;5;3;5;4;3;3
M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;1;N01;2026-02-04 20:14:32;1;n01_sttall_f.mp3;reliable-2;kompetent-1;credible-4;sympatic-4;dialect-1;pleasant-2;natural-2;liked-3;aigen-5;easyunterrstand-2;uncomplicated-4;informed-3;attention-3;1;1;0;0;1;1;2;1;1;1;0;1;1;M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;2026-02-04 19:55:38;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;cho;;;1;;1;;21 - 40;Ostschweiz;CH;Schweiz;1;0;3;3;0;1;1;2;4;1;3;2;2
M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;2;N04;2026-02-04 20:15:46;1;n04_vorarlbb_f_v3.mp3;reliable-5;kompetent-6;credible-5;sympatic-7;dialect-6;pleasant-6;natural-5;liked-6;aigen-2;easyunterrstand-6;uncomplicated-6;informed-5;attention-1;1;2;1;1;2;2;1;1;1;2;1;1;1;M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;2026-02-04 19:55:38;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;cho;;;1;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;4;5;4;6;5;5;4;5;1;5;5;4;0
M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;3;Q01;2026-02-04 20:17:23;1;q01_sttall_m.mp3;reliable-2;kompetent-2;credible-3;sympatic-2;dialect-1;pleasant-1;natural-2;liked-1;aigen-7;easyunterrstand-2;uncomplicated-5;informed-3;attention-6;1;2;1;1;1;1;1;1;3;1;1;1;1;M3Z34M0fTnSMXzqvmg-RW16K8hgGE04GwVevBvui;2026-02-04 19:55:38;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;cho;;1;;;1;;21 - 40;Ostschweiz;CH;Schweiz;1;1;2;1;0;0;1;0;6;1;4;2;5
MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;1;Q01;2026-02-18 13:17:05;1;q01_kartoffel_m.mp3;reliable-3;kompetent-3;credible-4;sympatic-3;dialect-2;pleasant-2;natural-3;liked-1;aigen-6;easyunterrstand-7;uncomplicated-7;informed-6;attention-4;1;1;1;1;1;1;1;1;1;1;1;1;1;MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;2026-02-18 13:15:36;"[""Q01"",""N01"",""N04""]";1;;;;;1;;;;1;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Hochdeutsch;2;2;3;2;1;1;2;0;5;6;6;5;3
MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;2;N01;2026-02-18 13:18:17;1;n01_sttall_f.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-6;pleasant-6;natural-7;liked-5;aigen-2;easyunterrstand-6;uncomplicated-5;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;2;1;1;MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;2026-02-18 13:15:36;"[""Q01"",""N01"",""N04""]";1;;;;;;1;;1;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Schweiz;5;5;5;5;5;5;6;4;1;5;4;6;6
MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;3;N04;2026-02-18 13:19:43;1;n04_vorarlbb_f_v3.mp3;reliable-3;kompetent-2;credible-4;sympatic-5;dialect-2;pleasant-4;natural-4;liked-4;aigen-7;easyunterrstand-3;uncomplicated-6;informed-4;attention-3;1;1;1;1;1;0;0;0;1;1;1;1;1;MiJyKLto_KFDabHufGA977DQpYsEyc7iyKzadBgn;2026-02-18 13:15:36;"[""Q01"",""N01"",""N04""]";1;;;;;;1;1;;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Vorarlberg;2;1;3;4;1;3;3;3;6;2;5;3;2
MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;1;N04;2026-02-21 20:25:02;1;n04_sttall_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-3;dialect-4;pleasant-5;natural-7;liked-2;aigen-3;easyunterrstand-7;uncomplicated-1;informed-7;attention-7;1;1;1;3;0;1;1;1;1;1;1;1;1;MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;2026-02-21 20:23:36;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;by;;;1;;1;;41 - 60;Bayern;DE;Schweiz;6;6;6;2;3;4;6;1;2;6;0;6;6
MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;2;N01;2026-02-21 20:25:54;1;n01_vorarlbb_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-5;natural-5;liked-5;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;2026-02-21 20:23:36;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;by;;;1;1;;;41 - 60;Bayern;DE;Vorarlberg;6;6;6;6;6;4;4;4;1;6;6;6;6
MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;3;Q01;2026-02-21 20:26:47;1;q01_vorarlbb_f_v2.mp3;reliable-5;kompetent-6;credible-6;sympatic-3;dialect-5;pleasant-5;natural-5;liked-3;aigen-3;easyunterrstand-7;uncomplicated-7;informed-6;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;MmudtRoQaqFbgPekadAFel3XbNfkyCfprrQOU_pD;2026-02-21 20:23:36;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;by;;;1;1;;;41 - 60;Bayern;DE;Vorarlberg;4;5;5;2;4;4;4;2;2;6;6;5;6
mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;1;N01;2026-02-04 22:51:10;2;n01_sttall_f.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-3;pleasant-5;natural-4;liked-4;aigen-6;easyunterrstand-4;uncomplicated-4;informed-6;attention-2;1;1;1;1;1;1;0;0;2;2;0;2;1;mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;2026-02-04 22:49:06;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;null;;;1;;1;;21 - 40;Ich m�chte nicht antworten.;null;Schweiz;4;4;4;4;2;4;3;3;5;3;3;5;1
